Date,Description,Currency,Amount,Payment Method
2025-06-04,CONSUMO EN PESOS,ARS,10500.00,Macro VISA
2025-06-05,CONSUMO EN PESOS,ARS,789.45,Macro VISA
2025-06-06,CONSUMO EN PESOS,ARS,32199.00,Macro VISA
2025-06-06,CONSUMO EN PESOS,ARS,264400.00,Macro VISA
2025-06-06,CONSUMO EN PESOS,ARS,21274.69,Macro VISA
2025-06-06,CONSUMO EN PESOS,ARS,5750.00,Macro VISA
